,reco_id,time_reco,id_sender,id_reciever,id_product,product_bought,ListPrice-Amount,brand,productnature,family,Review-AverageRating,DisplayPrice-Amount,age_sender,address_sender,age_reciever,address_reciever
3151,103c3789-4125-4000-b0aa-f2415bc47f8c,2020-11-02 09:05:41,6fb34e28-4b03-4daf-a9c4-d5c267a26761,31182508-828e-4801-9d6b-89c77c76094f,8487742,1,59.99,ARTENGO,Raqueta,RAQUETAS ADULTO INICIACIÓN/PERFECCIONAM,4.4,59.99,44,"0753 Morgan Locks Apt. 318
Markshire, TX 34407",23,"USNS Harrison
FPO AA 62142"
228,c0712a70-64d1-485b-8b08-c5dd3e512adb,1989-01-04 04:11:22,fc57f915-9e2a-449e-a163-e4442a10a135,31182508-828e-4801-9d6b-89c77c76094f,8559028,0,24.99,ARTENGO,CHAQUETAS,Textil tenis hombre,4.7,24.99,39,"94659 King Ranch Suite 686
Garciaport, RI 38212",23,"USNS Harrison
FPO AA 62142"
4930,f840b3da-a606-44ee-a59c-45290b29c078,1982-07-06 06:50:21,5cf01dc4-1482-429a-a6aa-6997f0363b0b,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8604951,1,19.99,ARTENGO,Vestido,Textil tenis niños,4.5,19.99,28,"130 Sandra Trafficway Apt. 014
Jenniferside, NV 47208",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
490,90e2fc7a-4f2f-41f0-9f6b-b06941d74c96,1993-12-21 06:05:36,903a20b0-0a0f-48c8-8642-1144c6d8e5a2,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8578326,0,4.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,4.99,39,"4798 Alison Lake
Lake Dillon, CA 34382",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
4634,6b44185c-fc7f-444e-927d-628a00cf3018,1998-12-20 21:36:34,e9bce691-11f2-487a-8269-1f66f289a3c4,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8648817,0,14.99,ARTENGO,CAMISETAS MANGA CORTA,Textil tenis niños,4.3,14.99,33,"PSC 9454, Box 0271
APO AP 50594",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
6968,ab656d8a-0667-447f-9d5d-b5aab2e702e9,1992-09-11 13:38:17,30edad71-d3f3-479f-87ad-f093880ccf80,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8372995,1,12.99,ARTENGO,ZAPATILLAS,CALZADO MUJER MULTICANCHA INIC/PERFECC,4.5,12.99,27,"144 Scott Courts Apt. 517
South John, NM 27226",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
5656,a68f7031-4986-40bd-814e-8b470605ecc8,2016-04-21 03:34:36,a3e78d82-a7db-4f8a-95b3-5bc0af55d165,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8544628,0,6.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.5,6.99,28,"84542 Beverly Junction Apt. 739
Josephborough, AR 78482",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
5745,ca9a03e4-35c2-4bc0-8130-138c8c1d67eb,1990-07-27 23:16:33,0a961442-cc3b-4498-8253-8e8396c7af55,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,3309865,1,9.99,BOYAUDERIE DE L'EST,Volante de plástico,Volantes Badminton,5.0,9.99,34,"08394 Christine Ways Apt. 578
Jordanberg, GA 71824",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
2254,3958b631-98c9-4646-afd5-13748e3bf5c9,2002-08-22 02:16:25,10ac1b7d-7bb8-40de-a3f0-d277761f5a11,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8543014,1,14.99,PONGORI,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,4.3,14.99,17,"USNV Willis
FPO AA 17821",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
5594,9fc23e41-39d2-490d-aa15-32b0cf5969f9,1975-11-20 12:09:58,6d1012bc-d57d-4095-87f9-8ef9767987d5,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8572027,0,8.99,TALBOT TORRO,Volante speed badminton,CROSSMINTON,0.0,8.99,40,"8805 Jackson Falls Apt. 032
New Amyville, ME 92545",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
363,c2ecdd2b-d71a-4f04-a872-9439c739d811,1988-06-28 22:30:35,7b829114-ff46-49e9-a112-7f3f737fe8e1,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8781661,0,21.99,NO BRAND,CAMISETAS MANGA CORTA,PADEL CLUB,0.0,21.99,23,"605 Allen River
North Gary, NJ 76970",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
6377,9b55d4cb-800f-46c1-a105-14161adc419c,2001-10-02 10:48:04,11cec2dd-d5c8-4f64-9570-a75c6715c1ef,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8549627,0,9.99,ARTENGO,CHAQUETAS,Textil tenis niños,4.5,9.99,43,"2374 Katie Place
Jamesmouth, WV 37923",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
1681,ef404a08-a07b-43d6-b707-4b18d9926a0f,1994-08-20 15:26:38,acf71426-adca-4f48-87d6-4978dc538448,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8741544,1,64.99,ASICS,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,4.4,64.99,28,"USCGC Thompson
FPO AE 51140",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
4000,80f04365-7bb8-4d3d-8031-0826ed9331ae,2015-06-06 00:17:39,37fddb96-4c78-4edc-860e-b854a1ab853e,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8747168,1,63.99,HEAD,Pala de pádel,PALAS PÁDEL ADULTO,5.0,63.99,28,"Unit 7042 Box 4144
DPO AE 72127",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
3604,6975fc9f-5258-48b4-8719-92c034aca200,2011-07-22 20:11:28,0ec1bd12-30f8-4ccb-8596-f333919a0273,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8747039,1,119.99,YONEX,ZAPATILLAS,ZAPATILLAS BÁDMINTON / SQUASH HOMBRE,4.5,119.99,24,"3819 Cody Meadow
Dodsonbury, VA 41365",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
1694,e64529d0-00ea-4a7c-a48b-24f22b1752d8,1980-02-14 15:07:58,84f27bd9-0d26-4f84-b585-cca0e4bbd1d5,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8649618,1,12.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton niños,4.4,12.99,17,"1761 Scott Cliffs Apt. 308
Lake Katherine, GA 99021",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
6056,d1768ec0-9d40-4b95-8a94-2ddf5bdc37ff,2006-03-23 10:55:59,f1cce837-b559-4eed-a5b6-0bc4549bef06,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8646076,1,29.99,ARTENGO,ZAPATILLAS,CALZADO TENIS JÚNIOR,4.0,29.99,41,"49899 Ramos Stream Suite 885
Brewerside, AZ 95690",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
3026,e0dda9fc-9868-4599-9989-0335e962055f,1978-04-21 03:31:14,2010524a-9be6-46bc-bdca-55efa6815782,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8763604,0,69.99,YONEX,ZAPATILLAS,CALZADO TENIS JÚNIOR,3.0,69.99,17,"PSC 8089, Box 1729
APO AA 97948",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
2694,5aa8d6f2-69b8-4001-a1be-93f38e5869aa,2019-07-27 09:49:35,e37f3aa1-e087-4616-bca9-9ac77694ae9d,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8746772,1,98.99,BABOLAT,Raqueta,RAQUETAS ADULTO INICIACIÓN/PERFECCIONAM,4.8,98.99,37,"9931 Jackson Spur
Thomasbury, MT 36954",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
3889,e8a61426-1c34-46dd-9ace-2577bf6b6a11,1991-06-12 01:10:44,90003353-1336-47c5-aea1-e6ec66413970,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8626403,1,49.99,PERFLY,Bolsa de deporte para raquetas,FUNDAS RAQUETAS BÁDMINTON,5.0,49.99,17,"PSC 1973, Box 0558
APO AE 07788",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
4038,a66b58f4-3d64-4e97-aa4f-942c3a966bf5,1979-10-15 18:04:33,46cbb5a6-ea46-48dc-8ba7-d04358e80cfa,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8768791,0,54.99,ASICS,ZAPATILLAS,CALZADO TENIS JÚNIOR,0.0,54.99,29,"55425 Hughes Land Suite 374
West Michaelside, CA 12104",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
1521,f74a68e2-9297-4c49-b3f4-907461f3f8d3,2005-12-26 14:44:50,e8121632-3f72-438e-8e30-0abcd87e533b,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8572997,1,9.99,KUIKMA,CAMISETAS TIRANTES,TEXTIL PÁDEL,4.8,9.99,36,"0440 Ashley Club Apt. 902
North Davidmouth, IA 80499",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
2304,07352704-f47b-445e-aef6-8bdf78a88ff8,2021-01-01 03:10:37,0563eee4-6d2e-44ab-a5e6-0d482f51aad1,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8351925,1,9.99,ARTENGO,Raqueta,Tenis ocasional,4.3,9.99,39,"486 Thomas Terrace
Perezton, DE 38179",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
1490,77427a76-2db1-4153-98df-ceb9606dc2a2,1973-10-22 21:00:58,a3e78d82-a7db-4f8a-95b3-5bc0af55d165,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8740014,0,29.99,ARTENGO,SUDADERAS,Textil tenis mujer,4.6,29.99,28,"84542 Beverly Junction Apt. 739
Josephborough, AR 78482",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
1565,f076788e-a288-496c-8e12-d96c3a557042,1979-12-24 03:35:20,e8121632-3f72-438e-8e30-0abcd87e533b,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8763488,0,124.99,HEAD,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA EXPERTO,0.0,89.99,36,"0440 Ashley Club Apt. 902
North Davidmouth, IA 80499",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
5867,6cfa85a9-8609-40d0-94de-22c71d2611f8,2015-04-14 08:59:15,5adc6faa-0d2d-45d7-9281-71694ee4722e,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8543013,1,14.99,PONGORI,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,4.0,14.99,36,"8477 Green Village Suite 162
Jamesburgh, OH 61743",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
6264,d929f7b1-a987-45c5-ab8f-12de04cdff3e,1991-10-05 16:53:41,18373c0e-f0d6-4ed4-bf43-83e00ebb4a6c,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8605650,1,7.99,KARAKAL,EMPUÑADURA,ACCESORIOS SQUASH,5.0,7.99,28,"592 Cross Squares
Greenborough, LA 54163",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
4482,972c46db-b17d-4b6e-9a1b-4ab192767ad0,1992-09-23 08:07:28,858b1c39-be48-4b1c-b6cf-e923d7e8e38e,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8667446,1,29.99,ARTENGO,SUDADERAS,Textil tenis hombre,5.0,29.99,28,"811 Jesse Loop
North James, TX 09703",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
4142,ccbdf75a-3fe7-4ced-b324-e691ec43e681,2018-07-19 14:16:04,acccdc2e-f7b6-4d4e-b4dc-fc9114aa3819,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8763489,1,124.99,HEAD,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA EXPERTO,5.0,124.99,21,"969 Sara Estate
Stevensburgh, WI 33512",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
2358,9aff6ca2-af17-4a30-9841-c216cc774acb,2017-02-09 17:01:17,157651f7-ce0b-4f52-a836-b2f58c94b234,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8373140,1,7.99,PERFLY,Volante de pluma,VOLANTS PLUMES,4.3,7.99,41,"89324 Walker Isle Apt. 315
West Briana, MT 19737",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
6448,5a28cae6-cd50-437e-8c03-60dcd4cc1413,2007-06-25 13:09:15,21438af3-7dba-42b7-ab63-3dee657e70d3,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8013705,1,5.99,ARTENGO,Ball net,EQUIPAMIENTO COACH/CLUB,4.9,5.99,32,"PSC 3628, Box 1769
APO AE 72520",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
1638,2bfabc94-38c6-4af0-bcc7-3048807de94f,2019-07-16 14:01:28,250343f4-b757-4c3f-aaea-d7d3ddb14744,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8374097,1,9.99,ARTENGO,Pantalón corto,Textil tenis hombre,4.6,9.99,30,"22272 Frederick Lodge Apt. 687
South Wesley, WV 40483",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
3829,739cf71c-b310-4829-b836-80f35d140285,2007-12-24 20:05:26,993a6d5c-70ec-48e2-aa84-065fd173fd39,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8607975,0,19.99,PERFLY,Pantalón corto,Ropa badminton hombre,4.3,19.99,21,"693 Parker Street
Christinemouth, AK 63993",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
4310,f2beb391-7a31-4429-ae8a-4d44966ad78e,1981-04-18 20:43:48,49ef4b57-ab96-4b3d-a309-fe30f8cf5bbb,312ffca1-e0d2-4843-a2e3-ca1984f25d7b,8587042,1,9.99,PONGORI,FUNDAS,CUBRERAQUETAS PING PONG PERFECCIONAMIENTO,4.8,9.99,35,"918 Wilson Ranch
Dayfurt, FL 38578",23,"20866 Jack Keys Suite 980
Lake Melissa, CA 49761"
5345,3fd991c9-771f-4965-9d5a-8a640e03b16f,1985-01-18 22:32:36,06ea8de3-b2f1-4aa2-8208-56f57f97f456,31a589da-19d7-44d1-b04c-9856fe3d0756,8648108,1,17.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton mujer,5.0,17.99,45,"3213 Calhoun Street
East Chadmouth, MS 47380",25,"074 Case Cape
Louistown, AL 10199"
3793,c0ea28df-1daf-4eb3-966a-f9749368b1ea,1974-12-24 16:51:12,858b1c39-be48-4b1c-b6cf-e923d7e8e38e,31a589da-19d7-44d1-b04c-9856fe3d0756,8549427,1,19.99,ARTENGO,PANTALONES LARGOS,Textil tenis tiempo frío hombre,4.5,19.99,28,"811 Jesse Loop
North James, TX 09703",25,"074 Case Cape
Louistown, AL 10199"
1753,6842ec98-2678-4ac6-b630-bd698d64d715,2009-01-03 00:51:01,24ae34f3-cef1-4e15-baad-7adc1542f361,31a589da-19d7-44d1-b04c-9856fe3d0756,8669413,1,12.99,ARTENGO,CAMISETAS MANGA CORTA,Textil tenis mujer,4.6,12.99,40,"811 Mullen Via
Garciafurt, AZ 20858",25,"074 Case Cape
Louistown, AL 10199"
2294,e0cfbc26-cc52-42ab-8d39-8ec0861bb44d,1988-10-20 07:07:27,eff6d601-2803-43e1-8179-96eb11403b3f,31a589da-19d7-44d1-b04c-9856fe3d0756,8747061,1,129.99,YONEX,ZAPATILLAS,CALZADO BÁDMINTON / SQUASH MUJER,0.0,129.99,30,"0228 Crawford Park Apt. 959
West Chrisport, WY 34908",25,"074 Case Cape
Louistown, AL 10199"
5502,7f123e8e-5a87-4c4f-b5a1-557424ec232d,2003-05-03 03:30:16,eff6d601-2803-43e1-8179-96eb11403b3f,31a589da-19d7-44d1-b04c-9856fe3d0756,8603017,0,9.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton mujer,4.6,9.99,30,"0228 Crawford Park Apt. 959
West Chrisport, WY 34908",25,"074 Case Cape
Louistown, AL 10199"
2832,9dfd2ea6-477d-462f-8220-59bfda8106bd,1984-08-03 14:30:56,e9a42c59-1d78-48e3-85f6-085cba0e615c,31a589da-19d7-44d1-b04c-9856fe3d0756,8670439,1,6.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA ADULTO,4.6,6.99,45,"929 Ewing Keys Suite 076
Port Joseph, WY 10941",25,"074 Case Cape
Louistown, AL 10199"
3563,1d7c918d-fc60-47a4-aaeb-4e8a8100b0ad,1976-03-09 09:04:06,37fddb96-4c78-4edc-860e-b854a1ab853e,31a589da-19d7-44d1-b04c-9856fe3d0756,8670348,1,3.49,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA JÚNIOR,4.7,3.49,28,"Unit 7042 Box 4144
DPO AE 72127",25,"074 Case Cape
Louistown, AL 10199"
2284,3608be81-ce75-434c-a003-752a0b8cff2c,1994-07-25 12:29:21,9ad84232-caab-4f37-b6f0-9d30d0f49513,31a589da-19d7-44d1-b04c-9856fe3d0756,8659261,1,64.99,ASICS,ZAPATILLAS,CALZADO TENIS MUJER TIERRA BATIDA,4.3,64.99,29,"2276 Henry Camp Apt. 090
Coleberg, AL 34310",25,"074 Case Cape
Louistown, AL 10199"
4739,8acc0863-15cd-44ee-8e51-df7443180837,2017-07-13 21:06:54,11cec2dd-d5c8-4f64-9570-a75c6715c1ef,31a589da-19d7-44d1-b04c-9856fe3d0756,8534843,1,89.99,HEAD,Raqueta,RAQUETAS ADULTO INICIACIÓN/PERFECCIONAM,4.6,89.99,43,"2374 Katie Place
Jamesmouth, WV 37923",25,"074 Case Cape
Louistown, AL 10199"
2250,eb713cbd-0fdc-4656-8c4a-7c018af0c5b7,1982-12-06 04:30:45,fe800ee8-68cd-4242-b799-6411a3da6865,31a589da-19d7-44d1-b04c-9856fe3d0756,8765647,0,54.99,HEAD,ZAPATILLAS,CALZADO TENIS JÚNIOR,0.0,34.99,34,"84477 Laura Walks
West Josephfort, DE 36239",25,"074 Case Cape
Louistown, AL 10199"
5214,04873094-511e-467b-a83f-19b67ccfdaaa,1977-01-13 01:32:15,cacf1aa1-750e-420c-a105-8ba2bc8e0fca,31a589da-19d7-44d1-b04c-9856fe3d0756,8615309,0,2.99,ARTENGO,Calcetines,CALCETINES DEPORTES DE RAQUETA JÚNIOR,4.7,2.99,20,"0889 Miller Ferry
Schmidthaven, OK 03971",25,"074 Case Cape
Louistown, AL 10199"
12,b4562d66-219d-49a7-85b2-7af0876a52d3,1973-08-15 22:46:31,11cec2dd-d5c8-4f64-9570-a75c6715c1ef,31a589da-19d7-44d1-b04c-9856fe3d0756,8543009,1,19.99,PONGORI,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,4.8,19.99,43,"2374 Katie Place
Jamesmouth, WV 37923",25,"074 Case Cape
Louistown, AL 10199"
520,b684f405-7934-4e8a-9307-95aa27511e89,1973-09-08 23:14:03,89ec0d78-5652-431e-849c-3650e277b2d1,31a589da-19d7-44d1-b04c-9856fe3d0756,8576481,1,29.99,ARTENGO,SUDADERAS,Textil tenis mujer,4.6,29.99,45,"74718 Stacy Causeway
Annaland, VT 89252",25,"074 Case Cape
Louistown, AL 10199"
4594,b48a7126-3e3f-4bfc-bcea-af993cf68ce7,1998-09-09 23:22:58,07017851-e9cc-40d2-a0f3-e82819761e72,31a589da-19d7-44d1-b04c-9856fe3d0756,8667243,1,9.99,ARTENGO,CAMISETAS TIRANTES,Textil tenis mujer,4.6,9.99,41,"5511 Miller Dam
West Michael, UT 03004",25,"074 Case Cape
Louistown, AL 10199"
1974,ed49046c-c6cf-4a5b-90db-22b970357c66,1970-11-15 10:07:59,b7ca22f7-7dbe-41ea-939b-31c001d84436,31a589da-19d7-44d1-b04c-9856fe3d0756,8487755,1,54.99,ARTENGO,Bolsa de deporte para raquetas,BOLSAS TENIS,4.7,54.99,30,"666 Burns Fort Suite 406
South Ryanmouth, KY 37322",25,"074 Case Cape
Louistown, AL 10199"
4793,4b78cefd-5869-4525-9e67-f976a8a2d289,2013-06-16 04:23:40,9ad84232-caab-4f37-b6f0-9d30d0f49513,31a589da-19d7-44d1-b04c-9856fe3d0756,8575255,1,9.99,ARTENGO,Raqueta,RAQUETAS TENIS JÚNIOR,4.6,9.99,29,"2276 Henry Camp Apt. 090
Coleberg, AL 34310",25,"074 Case Cape
Louistown, AL 10199"
1600,fa97fd9f-f73b-4301-ac3b-cb01a78bd31c,1986-04-26 23:28:21,bc69f218-8abd-4f6f-a1e1-68c30735ddd4,31a589da-19d7-44d1-b04c-9856fe3d0756,8550462,1,39.99,ARTENGO,ZAPATILLAS,CALZADO TENIS JÚNIOR,4.5,39.99,29,"155 Jones Centers Suite 013
Markfort, CT 87345",25,"074 Case Cape
Louistown, AL 10199"
6841,73b505f2-c078-4d3a-b40b-77c691191a5e,2005-12-23 11:16:41,66641396-de88-4d00-b51d-c0dd8265a94c,31a589da-19d7-44d1-b04c-9856fe3d0756,8587401,0,24.99,PERFLY,ZAPATILLAS,CALZADO BÁDMINTON / SQUASH MUJER,4.6,24.99,17,"15680 Robinson Mall
Lake Mackenzie, NC 83230",25,"074 Case Cape
Louistown, AL 10199"
2346,4a8665c7-1ee0-4016-9e3d-898fcc9aacf5,1987-10-11 08:20:52,92f34e2d-a44b-47d7-be8b-12ec157ca258,31a589da-19d7-44d1-b04c-9856fe3d0756,8770514,0,64.99,ASICS,ZAPATILLAS,CALZADO BÁDMINTON / SQUASH MUJER,0.0,64.99,45,"PSC 0153, Box 8334
APO AA 11184",25,"074 Case Cape
Louistown, AL 10199"
4098,f876cc03-009a-4102-9409-bcc5fcf5652f,2005-08-29 16:47:37,83e9753b-6b99-4c13-b33e-4b8dffc478e0,31a589da-19d7-44d1-b04c-9856fe3d0756,8550215,1,19.99,ARTENGO,MALLAS LARGAS,Textil tenis tiempo frío mujer,4.2,19.99,18,"98012 Monica Cape
Belindafort, AK 87221",25,"074 Case Cape
Louistown, AL 10199"
4752,ec535c4f-a722-4885-950e-d5a221dcc839,1992-08-08 11:06:45,34d40a00-18f9-4fa5-9973-ffd5d8663c6f,31a589da-19d7-44d1-b04c-9856fe3d0756,8770506,0,59.99,ASICS,ZAPATILLAS,ZAPATILLAS BÁDMINTON / SQUASH HOMBRE,0.0,59.99,24,"31643 Soto Ports Suite 084
South Christopherport, NE 49662",25,"074 Case Cape
Louistown, AL 10199"
1184,1b214615-e1d7-4aa3-bb27-aa1d06036187,1988-10-16 15:54:05,3c1fabe5-a384-4afa-bb3c-1f51ed05e9d0,31a589da-19d7-44d1-b04c-9856fe3d0756,8649223,1,19.99,KUIKMA,ZAPATILLAS,CALZADO PADEL,3.8,19.99,33,"725 Hancock Junction
Lake Travis, AL 14257",25,"074 Case Cape
Louistown, AL 10199"
1273,efa7d10a-0482-4ed0-a6f1-e84850cff84b,1983-06-20 17:45:27,e415762c-5c8a-4608-9b8a-c39a8ea3f38c,31a589da-19d7-44d1-b04c-9856fe3d0756,8573383,1,69.99,ARTENGO,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA EXPERTO,4.2,69.99,32,"USNS Sanchez
FPO AP 93149",25,"074 Case Cape
Louistown, AL 10199"
3066,c0a71335-67a3-4a33-9ea6-aa805224f195,1993-12-27 03:45:45,2c288c88-2944-412f-bd7e-37f76fe071ae,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8604951,0,19.99,ARTENGO,Vestido,Textil tenis niños,4.5,19.99,17,"14001 Cook Ferry Suite 412
East Bailey, DC 36151",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
3157,ee13c7b9-5da4-4742-a938-b09b4262dfd6,2019-12-28 22:29:41,59358747-d58a-404d-9c74-7340770f24ab,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8588187,1,46.99,YASAKA,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,5.0,46.99,19,"11510 Wang Road Suite 194
West Kimberly, HI 05315",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
3675,3552ed21-ee90-4fdf-8b3e-e85b69af3edb,1978-04-21 00:07:27,6d1012bc-d57d-4095-87f9-8ef9767987d5,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8752857,0,49.99,PUMA,ZAPATILLAS,CALZADO HOMBRE MULTICANCHA INIC/PERFECC,0.0,49.99,40,"8805 Jackson Falls Apt. 032
New Amyville, ME 92545",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
5091,469fcddd-f1d4-483a-8920-cbb5ec64ae0c,1995-02-20 03:07:55,6f3623fb-e03b-464d-9b2f-47752e748600,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8090254,1,39.99,YASAKA,Revestimiento,MADERAS/REVESTIMIENTOS/ACCESORIOS TDM,5.0,39.99,29,"243 Quinn Mountains Apt. 129
North Josephview, WI 99847",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
3910,1cbeb8a5-76cb-420a-ae98-5e691eb47985,1994-04-04 17:26:11,0d548f9f-0364-432b-9d9a-e3847f7b05f8,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8646292,1,109.99,ARTENGO,Raqueta,Raquetas adulto experto,4.6,109.99,34,"3543 Jessica Route Suite 656
North Markfort, PA 47948",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
5003,3291bcae-f46a-4ab0-9329-1c4b7f5ebff4,1986-10-07 14:02:59,f38fceab-26bc-4470-b68a-ee5e67cc540d,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8787578,1,14.99,ARTENGO,CAMISETAS MANGA CORTA,Textil tenis hombre,4.6,14.99,28,"0512 Brian Road
East Lisaburgh, WV 35812",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
2099,40b4777b-a161-410a-beb9-e1344ad8cff1,2008-11-30 15:38:36,37e44caf-31f9-4b46-afbb-c16d9b94c26e,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8353528,0,4.99,ARTENGO,FUNDAS,FUNDAS RAQUETA PÁDEL,4.3,3.49,35,"348 Morris Manors
Port Aaron, WI 47463",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
2716,2b720e83-d976-4627-a189-a60929ec4767,1979-05-13 17:25:00,eff6d601-2803-43e1-8179-96eb11403b3f,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8605668,0,44.99,SALMING,ZAPATILLAS,ZAPATILLA SQUASH,3.8,39.99,30,"0228 Crawford Park Apt. 959
West Chrisport, WY 34908",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
6940,43f62e49-b62f-4d01-a9cb-f0b93c16d1d6,2010-09-05 14:32:15,bd61555e-ddcc-4798-955a-8c4b45b6c0c8,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8536513,1,26.99,TIBHAR,Raqueta,RAQUETTES TDT CONFIRMÉ,4.4,26.99,20,"44027 Vanessa Skyway Suite 672
New Mark, CA 78510",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
747,ab7e594f-a6b1-4675-98e7-8ccf9a010eda,1990-11-11 08:34:51,9fb03b99-8cae-49e1-860e-a0743559d282,31d15e1c-5e95-45dc-9a55-0925fbd910b5,8610297,1,17.99,PERFLY,CAMISETAS MANGA CORTA,Ropa badminton hombre,4.6,17.99,29,"USS Dean
FPO AE 55698",38,"79043 Jesus Valleys
Phelpstown, TX 11264"
